name,specialtylabel
TYLOSIS WITH ESOPHAGEAL CANCER; TOC,medical genetics
Tylosis-oesophageal carcinoma syndrome,medical genetics
HLS,medical genetics
Hydrolethalus,medical genetics
Salonen-Herva-Norio syndrome,medical genetics
microglossia,medical genetics
Ichthyosis follicularis-atrichia-photophobia syndrome,medical genetics
"Ichthyosis Follicularis, Atrichia, and Photophobia With or Without Brain Anomalies, Retardation, Ectodermal Dysplasia, Skeletal Malformations, Hirschsprung Disease, Ear/Eye Anomalies, Cleft Palate/Cryptorchidism, and Kidney Dysplasia/Hypoplasia",medical genetics
IFAP syndrome,medical genetics
IFAP SYNDROME WITH OR WITHOUT BRESHECK SYNDROME,medical genetics
IFAP syndromea,medical genetics
ICHTHYOSIS HYSTRIX GRAVIOR,medical genetics
"Ichthyosis, Lambert type",medical genetics
Lambert type ichthyosis,medical genetics
Porcupine Man,medical genetics
optic nerve injuries,ophthalmology
secondary cataract,ophthalmology
optic nerve injury,ophthalmology
corneal endothelial cell loss,ophthalmology
capsule opacification,ophthalmology
postcataract aphakia,ophthalmology
DPR,medical genetics
DERMATOPATHIA PIGMENTOSA RETICULARIS,medical genetics
DERMATOPATHIA PIGMENTOSA RETICULARIS; DPR,medical genetics
Ectodermal dysplasia-ectrodactyly-macular dystrophy syndrome,medical genetics
"Ectodermal dysplasia, ectrodactyly, and macular dystrophy",medical genetics
"ectodermal dysplasia, ectrodactyly, and macular dystrophy syndrome",medical genetics
"ECTODERMAL DYSPLASIA, ECTRODACTYLY, AND MACULAR DYSTROPHY SYNDROME",medical genetics
"ECTODERMAL DYSPLASIA, ECTRODACTYLY, AND MACULAR DYSTROPHY SYNDROME; EEMS",medical genetics
Eem Syndrome,medical genetics
EEMS,medical genetics
EEC syndrome,medical genetics
ectrodactyly-ectodermal dysplasia-clefting syndrome,medical genetics
"ectrodactyly, ectodermal dysplasia, and cleft lip-palate syndrome",medical genetics
Rudiger syndrome 1,medical genetics
Walker-Clodius syndrome,medical genetics
BNAH2,medical genetics
"BREASTS AND/OR NIPPLES, APLASIA OR HYPOPLASIA OF, 2",medical genetics
"BREASTS AND/OR NIPPLES, APLASIA OR HYPOPLASIA OF, 2; BNAH2",medical genetics
"Breasts And/Or Nipples, Aplasia or Hypoplasia Of, type 2",medical genetics
dyschondroplasia,medical genetics
Dyschondroplasia,medical genetics
Dyschondroplasia (disorder),medical genetics
Dyschondroplasia NOS (disorder),medical genetics
Enchondromatosis,medical genetics
Enchondromatosis (disorder),medical genetics
obsolete dyschondroplasia,medical genetics
Ollier disease,medical genetics
Ollier's disease,medical genetics
Feuerstein and Mims syndrome,medical genetics
Solomon's syndrome,medical genetics
Dowling-Meara type epidermolysis bullosa simplex,medical genetics
EBS-DM,medical genetics
EBS-gen sev,medical genetics
EBSDM,medical genetics
epidermolysis bullosa herpetiformis Dowling-Meara type,medical genetics
"Epidermolysis Bullosa Herpetiformis, Dowling-Meara Type",medical genetics
epidermolysis bullosa simplex Dowling-Meara type,medical genetics
"EPIDERMOLYSIS BULLOSA SIMPLEX, DOWLING-MEARA TYPE",medical genetics
"EPIDERMOLYSIS BULLOSA SIMPLEX, DOWLING-MEARA TYPE; EBSDM",medical genetics
"Epidermolysis Bullosa Simplex, Generalized Severe",medical genetics
"epidermolysis bullosa simplex, herpetiformis",medical genetics
generalized severe epidermolysis bullosa simplex,medical genetics
FHS,medical genetics
FLHS,medical genetics
Pelletier-Leisti syndrome,medical genetics
"Pelletier–Leisti syndrome,",medical genetics
"short stature with delayed bone age, expressive language delay, a triangular face with a prominent nose and deep-set eyes",medical genetics
FDH,medical genetics
Goltz syndrome,medical genetics
FOCAL DERMAL HYPOPLASIA,medical genetics
FOCAL DERMAL HYPOPLASIA; FDH,medical genetics
Fodh,medical genetics
Goltz-Gorlin Syndrome,medical genetics
FRASIER SYNDROME,medical genetics
GO,medical genetics
geroderma osteodysplastica,medical genetics
geroderma osteodysplasticum,medical genetics
GERODERMA OSTEODYSPLASTICUM; GO,medical genetics
gerodermia osteodysplastica,medical genetics
Gerodermia Osteodysplastica,medical genetics
Walt Disney dwarfism,medical genetics
HMS,medical genetics
Cochin Jewish Disorder,medical genetics
HAIM-MUNK SYNDROME,medical genetics
HAIM-MUNK SYNDROME; HMS,medical genetics
Keratosis Palmoplantaris With Periodontopathia and Onychogryposis,medical genetics
dermatopathia pigmentosa reticularis,medical genetics
EEM syndrome,medical genetics
ectrodactyly–ectodermal dysplasia–cleft syndrome,medical genetics
Micromastia,medical genetics
enchondromatosis,medical genetics
Epidermal nevus syndrome,medical genetics
epidermolysis bullosa herpetiformis,medical genetics
first arch syndrome,medical genetics
Floating-Harbor syndrome,medical genetics
focal dermal hypoplasia,medical genetics
Frasier syndrome,medical genetics
Gartner's duct cyst,medical genetics
gerodermia osteodysplastica,medical genetics
Haim–Munk syndrome,medical genetics
Howel–Evans syndrome,medical genetics
hydrolethalus syndrome,medical genetics
hypoglossia,medical genetics
Ichthyosis follicularis with alopecia and photophobia syndrome,medical genetics
SUD,psychiatry
substance-related disorder,psychiatry
drug use disorder,psychiatry
use disorder,psychiatry
APC,cardiology
PAC,cardiology
atrial premature complex,cardiology
atrial premature contraction,cardiology
atrial premature depolarization,cardiology
APC,cardiology
"Neoplasm Recurrence, Local",oncology
oesophageal cyst,oncology
endocrine paraneoplastic syndrome,oncology
paraneoplastic endocrine syndromes,oncology
pseudoneurotic schizophrenia,psychiatry
substance use disorder,psychiatry
abdominal fibromatosis,oncology
cocarcinogenesis,oncology
local neoplasm recurrence,oncology
large-cell immunoblastic lymphoma,oncology
esophageal cyst,oncology
multiple pulmonary nodules,oncology
paraneoplastic endocrine syndrome,oncology
central nervous system venous angioma,oncology
pelvic floor dysfunction,obstetrics and gynaecology
placental site trophoblastic tumor,obstetrics and gynaecology
pelvic floor disorder,obstetrics and gynaecology
pelvic floor disorders,obstetrics and gynaecology
Placental site trophoblastic tumor,obstetrics and gynaecology
PSST,obstetrics and gynaecology
Placental Site Gestational Trophoblastic Tumor,obstetrics and gynaecology
placental site trophoblastic tumor,obstetrics and gynaecology
Placental site trophoblastic tumor (disorder),obstetrics and gynaecology
Placental site trophoblastic tumor (morphologic abnormality),obstetrics and gynaecology
Placental-Site Gestational Trophoblastic neoplasm,obstetrics and gynaecology
Placental-Site Gestational Trophoblastic Tumor,obstetrics and gynaecology
Placental-Site GTT,obstetrics and gynaecology
myocardial ischemia,cardiology
No reflow phenomenon,cardiology
premature atrial contraction,cardiology
subvalvular aortic stenosis,cardiology
supraventricular extrasystole,cardiology
neurofibromatosis type I,neurology
toxic encephalopathy,neurology
collagenous sprue,endocrinology
ovotesticular disorder of sex development,endocrinology
hypophosphatemic rickets,endocrinology
insulin coma,endocrinology
paraneoplastic endocrine syndrome,endocrinology
True hermaphroditism,endocrinology
"46,XX ovotesticular DSD",endocrinology
Ovotesticular Differences of Sex Development,endocrinology
ovotesticular disorders of sex development,endocrinology
Hypophosphatemic Rickets,endocrinology
"Hypophosphatemia, Vitamin D-Resistant Rickets",endocrinology
Hypophosphatemic Vitamin D-Resistant Rickets,endocrinology
"Rickets, Vitamin D-Resistant",endocrinology
Acquired Vitamin D Resistant Rickets,endocrinology
Acquired Vitamin D-Resistant Rickets,endocrinology
Hypophosphatemic Ricket,endocrinology
Hypophosphatemic Vitamin D Resistant Rickets,endocrinology
Phosphopenic Rickets,endocrinology
"Ricket, Hypophosphatemic",endocrinology
"Rickets, Vitamin D Resistant",endocrinology
Vitamin D-resistant osteomalacia,endocrinology
Vitamin D-Resistant Rickets,endocrinology
endocrine paraneoplastic syndrome,endocrinology
paraneoplastic endocrine syndromes,endocrinology
parasitic skin disease,dermatology
viral skin disease,dermatology
hereditary angioedema type III,dermatology
Malaltia parasitària de la pell,dermatology
"Malaltia, pell parasitària",dermatology
"Malalties de la pell, paràsits",dermatology
malalties parasitàries de la pell,dermatology
"Malalties, paràsits de la pell",dermatology
viral skin diseases,dermatology
type III hereditary angioedema,dermatology
mitochondrial myopathy,neurology
Multifocal motor neuropathy,neurology
neurogenic inflammation,neurology
ophthalmia nodosa,neurology
otitis interna,neurology
focal epilepsy,neurology
persistent aura without infarction,neurology
Posterior reversible encephalopathy syndrome,neurology
progressive myoclonus epilepsy,neurology
Prosopamnesia,neurology
tyrosinemia type II,neurology
spastic hemiplegia,neurology
status migrainosus,neurology
mitochondrial cytopathy,neurology
mitochondrial cytopathy (disorder),neurology
MITOCHONDRIAL MYOPATHY,neurology
MMN,neurology
MMNCB,neurology
Multifocal motor neuropathy with conduction block,neurology
infectious labyrinthitis,neurology
Infectious Otitis Interna,neurology
inner ear infection,neurology
Internal Ear Infection,neurology
partial epilepsy with impairment of consciousness,neurology
localisation-related epilepsy,neurology
partial epilepsy,neurology
"partial epilepsy, with impairment of consciousness, with intractable epilepsy",neurology
partial seizure,neurology
"Epilepsies, Partial",neurology
PAWOI,neurology
PRES,neurology
Posterior Leukoencephalopathy Syndrome,neurology
PME,neurology
"MYOCLONIC EPILEPSY, PROGRESSIVE",neurology
progressive myoclonic epilepsy,neurology
progressive myoclonic epilepsy (disorder),neurology
progressive myoclonic epilepsy (disorder) [Ambiguous],neurology
progressive Myoclonus epilepsy,neurology
Progressive myoclonus epilepsy,neurology
"Myoclonic Epilepsies, Progressive",neurology
"Hereditary tyrosinemia, Type II",neurology
Hypertyrosinemia type II,neurology
Oculocutaneous tyrosinemia,neurology
Richner-Hanhart syndrome,neurology
Tyrosinemia II,neurology
Congenital hemiplegia,neurology
hemiplegic cerebral palsy,neurology
Hemiplegic cerebral palsy (disorder),neurology
Hemiplegic infantile cerebral palsy,neurology
spastic hemiplegic cerebral palsy,neurology
NF1,neurology
neurofibromatosis 1,neurology
familial spinal neurofibromatosis,neurology
FSNF,neurology
neurofibromatosis type 1,neurology
neurofibromatosis-1,neurology
Peripheral Neurofibromatosis,neurology
von Recklinghausen Disease,neurology
Von Recklinghausen disease,neurology
Von Recklinghausen's neurofibromatosis,neurology
neurotoxicity,neurology
Neurotoxicity (disorder),neurology
neurotoxicity syndrome,neurology
toxic encephalopathy,neurology
central auditory disease,otolaryngology
vestibulocochlear nerve injury,otolaryngology
"Auditory Diseases, Central",otolaryngology
central auditory diseases,otolaryngology
vestibulocochlear nerve injuries,otolaryngology
invasive pulmonary aspergillosis,pulmonology
multiple pulmonary nodules,pulmonology
malunited fractures,rheumatology
maxillofacial abnormalities,rheumatology
Hypophosphatemic Rickets,rheumatology
"Hypophosphatemia, Vitamin D-Resistant Rickets",rheumatology
Hypophosphatemic Vitamin D-Resistant Rickets,rheumatology
"Rickets, Vitamin D-Resistant",rheumatology
Acquired Vitamin D Resistant Rickets,rheumatology
Acquired Vitamin D-Resistant Rickets,rheumatology
Hypophosphatemic Ricket,rheumatology
Hypophosphatemic Vitamin D Resistant Rickets,rheumatology
Phosphopenic Rickets,rheumatology
"Ricket, Hypophosphatemic",rheumatology
"Rickets, Vitamin D Resistant",rheumatology
Vitamin D-resistant osteomalacia,rheumatology
Vitamin D-Resistant Rickets,rheumatology
congenital foot deformities,rheumatology
"Foot Deformities, Congenital",rheumatology
congenital lower extremity deformities,rheumatology
neonatal lupus erythematosus,immunology
Non-Hodgkin's T-Cell Lymphoma,immunology
T Cell Lymphoma,immunology
T-Cell and NK-Cell Non-Hodgkin Lymphoma,immunology
T-Cell and NK-Cell Non-Hodgkin's Lymphoma,immunology
T-Cell Lymphoma,immunology
T-cell NHL,immunology
T-cell non-Hodgkin lymphoma,immunology
T-Cell Non-Hodgkin Lymphoma,immunology
T-Cell Non-Hodgkin's Lymphoma,immunology
edentulous jaw,rheumatology
malunited fracture,rheumatology
maxillofacial abnormality,rheumatology
hypophosphatemic rickets,rheumatology
congenital foot deformity,rheumatology
elbow tendinopathy,rheumatology
metatarsal valgus,rheumatology
congenital lower extremity deformity,rheumatology
Neonatal lupus erythematosus,immunology
T-cell lymphoma,immunology
platelet storage pool deficiency,hematology
Alpha delta granule deficiency,hematology
Alpha dense granule deficiency,hematology
Combined alpha-delta platelet storage pool deficiency,hematology
Dense body defect,hematology
Dense body defect (disorder),hematology
Platelet dense granule deficiency,hematology
Platelet dense granule deficiency (disorder),hematology
Platelet storage pool defect,hematology
Platelet storage pool diseases,hematology
STORAGE POOL PLATELET DISEASE,hematology
maxillofacial abnormalities,oral and maxillofacial surgery
periapical diseases,oral and maxillofacial surgery
stomatognathic system abnormalities,oral and maxillofacial surgery
mouth bleeding,oral and maxillofacial surgery
oral haemorrhage,oral and maxillofacial surgery
loss of periodontal attachment,oral and maxillofacial surgery
pulp calcification,gastroenterology
pulp calcifications,gastroenterology
pulpal calcifications,gastroenterology
"Liver Abscess, Pyogenic",gastroenterology
cholelithiasis,gastroenterology
dental pulp calcification,gastroenterology
pyogenic liver abscess,gastroenterology
edentulous jaw,oral and maxillofacial surgery
maxillofacial abnormality,oral and maxillofacial surgery
periapical disease,oral and maxillofacial surgery
stomatognathic system abnormality,oral and maxillofacial surgery
oral hemorrhage,oral and maxillofacial surgery
dental leakage,oral and maxillofacial surgery
periodontal attachment loss,oral and maxillofacial surgery
neonatal abstinence syndrome,pediatrics
persistent fetal circulation syndrome,pediatrics
subcutaneous fat necrosis of the newborn,pediatrics
NAS,pediatrics
Drug withdrawal syndrome in newborn,pediatrics
Neonatal Narcotic Withdrawal Syndrome,pediatrics
PPHN,pediatrics
congenital alveolar capillary dysplasia with misalignment of pulmonary veins,pediatrics
Fetal circulation,pediatrics
Persistent fetal circulation,pediatrics
Persistent fetal circulation (disorder),pediatrics
Persistent fetal circulation syndrome,pediatrics
Persistent fetal circulation syndrome (disorder),pediatrics
persistent pulmonary hypertension of the newborn,pediatrics
Persistent pulmonary hypertension of the newborn (disorder),pediatrics
adhesions and disruptions of pupillary membranes,ophthalmology
