Title;EID;DOI;DocumentType;Year;Disease;Category
ECG scalogram classification with CNN micro-architectures;2-s2.0-85119058335;10.1007/s42600-021-00188-7;Article;2022;CARDIAC ARRHYTHMIA;rhythmology
Application of Deep Learning and WT-SST in Localization of Epileptogenic Zone Using Epileptic EEG Signals;2-s2.0-85130575202;10.3390/app12104879;Article;2022;epileptic seizure;epileptology
Application of Deep Learning and WT-SST in Localization of Epileptogenic Zone Using Epileptic EEG Signals;2-s2.0-85130575202;10.3390/app12104879;Article;2022;seizure;epileptology
Deep Learning Models for Arrhythmia Detection in IoT Healthcare Applications;2-s2.0-85129342430;10.1016/j.compeleceng.2022.108011;Article;2022;Arrhythmia;rhythmology
Deep Learning Models for Arrhythmia Detection in IoT Healthcare Applications;2-s2.0-85129342430;10.1016/j.compeleceng.2022.108011;Article;2022;arrhythmia;rhythmology
Serial measurement of M. tuberculosis in blood from critically-ill patients with HIV-associated tuberculosis;2-s2.0-85126569166;10.1016/j.ebiom.2022.103949;Article;2022;sepsis;infectious diseases
CPRO: Competitive Poor and Rich Optimizer-Enabled Deep Learning Model and Holoentropy Weighted-Power K-Means Clustering for Brain Tumor Classification Using MRI;2-s2.0-85128384394;10.1142/S0218001422520085;Article;2022;brain tumors;neurosurgery
CPRO: Competitive Poor and Rich Optimizer-Enabled Deep Learning Model and Holoentropy Weighted-Power K-Means Clustering for Brain Tumor Classification Using MRI;2-s2.0-85128384394;10.1142/S0218001422520085;Article;2022;brain tumor;neurosurgery
Deep Learningâ€“based Automatic Lung Segmentation on Multiresolution CT Scans from Healthy and Fibrotic Lungs in Mice;2-s2.0-85127957174;10.1148/ryai.210095;Article;2022;emphysema;pulmonology
Kidney Tumor Semantic Segmentation Using Deep Learning: A Survey of State-of-the-Art;2-s2.0-85125278761;10.3390/jimaging8030055;Article;2022;kidney tumor;oncology
Privacy-preserving deep learning for pervasive health monitoring: a study of environment requirements and existing solutions adequacy;2-s2.0-85124263411;10.1007/s12553-022-00640-3;Review;2022;heart diseases;cardiology
Privacy-preserving deep learning for pervasive health monitoring: a study of environment requirements and existing solutions adequacy;2-s2.0-85124263411;10.1007/s12553-022-00640-3;Review;2022;heart disease;cardiology
MRI-Based Classification of Neuropsychiatric Systemic Lupus Erythematosus Patients With Self-Supervised Contrastive Learning;2-s2.0-85125627668;10.3389/fnins.2022.695888;Article;2022;Neuropsychiatric systemic lupus erythematosus;rheumatology
An Eigenvalues-Based Covariance Matrix Bootstrap Model Integrated With Support Vector Machines for Multichannel EEG Signals Analysis;2-s2.0-85124882954;10.3389/fninf.2021.808339;Article;2022;high blood pressure;family medicine
Machine Learning Models Prognosticate Functional Outcomes Better than Clinical Scores in Spontaneous Intracerebral Haemorrhage;2-s2.0-85120859936;10.1016/j.jstrokecerebrovasdis.2021.106234;Article;2022;cerebral haemorrhage;neurosurgery
Machine Learning Models Prognosticate Functional Outcomes Better than Clinical Scores in Spontaneous Intracerebral Haemorrhage;2-s2.0-85120859936;10.1016/j.jstrokecerebrovasdis.2021.106234;Article;2022;intracerebral haemorrhage;neurosurgery
Native-resolution myocardial principal Eulerian strain mapping using convolutional neural networks and Tagged Magnetic Resonance Imaging;2-s2.0-85119920445;10.1016/j.compbiomed.2021.105041;Article;2022;arterial hypertension;family medicine
Native-resolution myocardial principal Eulerian strain mapping using convolutional neural networks and Tagged Magnetic Resonance Imaging;2-s2.0-85119920445;10.1016/j.compbiomed.2021.105041;Article;2022;hypertension;family medicine
Machine Learning Based Prediction and Modeling in Healthcare Secured Internet of Things;2-s2.0-85100174978;10.1007/s11036-020-01711-3;Article;2022;seizure;epileptology
Analysis of Smart Lung Tumour Detector and Stage Classifier Using Deep Learning Techniques with Internet of Things;2-s2.0-85138363990;10.1155/2022/4608145;Article;2022;lung tumor;pulmonology
A machine-learning approach for predicting impaired consciousness in absence epilepsy;2-s2.0-85138216817;10.1002/acn3.51647;Article;2022;seizure;epileptology
Epigenetic inactivation of DNA repair genes as promising prognostic and predictive biomarkers in urothelial bladder carcinoma patients;2-s2.0-85137603110;10.1007/s00438-022-01950-x;Article;2022;carcinoma;oncology
Towards AI Based Diagnosis of Rheumatic Heart Disease: Data Annotation and View Classification;2-s2.0-85137525522;10.23919/IST-Africa56635.2022.9845657;Conference Paper;2022;heart disease;cardiology
Deep Learning Based Algorithms for Detecting Chronic Obstructive Pulmonary Disease;2-s2.0-85137418964;10.23919/IST-Africa56635.2022.9845630;Conference Paper;2022;Chronic Obstructive Pulmonary Disease (COPD);pulmonology
Deep Learning Based Algorithms for Detecting Chronic Obstructive Pulmonary Disease;2-s2.0-85137418964;10.23919/IST-Africa56635.2022.9845630;Conference Paper;2022;chronic obstructive pulmonary disease;pulmonology
Development of Machine Learning and Medical Enabled Multimodal for Segmentation and Classification of Brain Tumor Using MRI Images;2-s2.0-85137225838;10.1155/2022/7797094;Article;2022;brain tumors;neurosurgery
Development of Machine Learning and Medical Enabled Multimodal for Segmentation and Classification of Brain Tumor Using MRI Images;2-s2.0-85137225838;10.1155/2022/7797094;Article;2022;brain tumor;neurosurgery
An Enhancement Technique to Diagnose Colon and Lung Cancer by using Double CLAHE and Deep Learning;2-s2.0-85137167074;10.14569/IJACSA.2022.0130833;Article;2022;lung tumor;pulmonology
Multiconvolutional Transfer Learning for 3D Brain Tumor Magnetic Resonance Images;2-s2.0-85137079334;10.1155/2022/8722476;Article;2022;brain tumors;neurosurgery
Multiconvolutional Transfer Learning for 3D Brain Tumor Magnetic Resonance Images;2-s2.0-85137079334;10.1155/2022/8722476;Article;2022;brain tumor;neurosurgery
Automatic optical biopsy for colorectal cancer using hyperspectral imaging and artificial neural networks;2-s2.0-85137026616;10.1007/s00464-022-09524-z;Article;2022;adenocarcinoma;oncology
Automatic optical biopsy for colorectal cancer using hyperspectral imaging and artificial neural networks;2-s2.0-85137026616;10.1007/s00464-022-09524-z;Article;2022;carcinoma;oncology
Automatic optical biopsy for colorectal cancer using hyperspectral imaging and artificial neural networks;2-s2.0-85137026616;10.1007/s00464-022-09524-z;Article;2022;adenocarcinomas;oncology
Towards a better multivariate time-series detection of epileptic seizures in electroencephalogram (EEG) using Machine Learning algorithms;2-s2.0-85136817180;10.1109/SMARTTECH54121.2022.00041;Conference Paper;2022;epileptic seizure;epileptology
Towards a better multivariate time-series detection of epileptic seizures in electroencephalogram (EEG) using Machine Learning algorithms;2-s2.0-85136817180;10.1109/SMARTTECH54121.2022.00041;Conference Paper;2022;seizure;epileptology
Effective Evaluation of Medical Images Using Artificial Intelligence Techniques;2-s2.0-85136672047;10.1155/2022/8419308;Article;2022;seizure;epileptology
Deep Learning Mechanism for Predicting the Axillary Lymph Node Metastasis in Patients with Primary Breast Cancer;2-s2.0-85136538341;10.1155/2022/8616535;Article;2022;metastasis;oncology
Deep Learning Mechanism for Predicting the Axillary Lymph Node Metastasis in Patients with Primary Breast Cancer;2-s2.0-85136538341;10.1155/2022/8616535;Article;2022;lymph node metastasis;oncology
Date Fruit Sorting Based on Deep Learning and Discriminant Correlation Analysis;2-s2.0-85135748457;10.1109/ACCESS.2022.3194550;Article;2022;heart diseases;cardiology
Date Fruit Sorting Based on Deep Learning and Discriminant Correlation Analysis;2-s2.0-85135748457;10.1109/ACCESS.2022.3194550;Article;2022;heart disease;cardiology
Performance Analysis of Brain Tumor Detection Based on Gradient Boosting Machine-CNN model;2-s2.0-85135747053;10.1109/MI-STA54861.2022.9837738;Conference Paper;2022;brain tumors;neurosurgery
Performance Analysis of Brain Tumor Detection Based on Gradient Boosting Machine-CNN model;2-s2.0-85135747053;10.1109/MI-STA54861.2022.9837738;Conference Paper;2022;brain tumor;neurosurgery
ECG-Based Heartbeat Classification forÂ Arrhythmia Detection Using Artificial Neural Networks;2-s2.0-85135089094;10.1007/978-3-031-10450-3_20;Conference Paper;2022;Arrhythmia;rhythmology
ECG-Based Heartbeat Classification forÂ Arrhythmia Detection Using Artificial Neural Networks;2-s2.0-85135089094;10.1007/978-3-031-10450-3_20;Conference Paper;2022;arrhythmia;rhythmology
Biomedical Osteosarcoma Image Classification Using Elephant Herd Optimization and Deep Learning;2-s2.0-85135064194;10.32604/cmc.2022.031324;Article;2022;bone tumor;oncology
Ensemble CNN Networks for GBM Tumors Segmentation Using Multi-parametric MRI;2-s2.0-85135048901;10.1007/978-3-031-08999-2_41;Conference Paper;2022;brain tumor;neurosurgery
Ensemble CNN Networks for GBM Tumors Segmentation Using Multi-parametric MRI;2-s2.0-85135048901;10.1007/978-3-031-08999-2_41;Conference Paper;2022;brain cancer;oncology
Ensemble CNN Networks for GBM Tumors Segmentation Using Multi-parametric MRI;2-s2.0-85135048901;10.1007/978-3-031-08999-2_41;Conference Paper;2022;malignant brain tumor;neurology
Classification of Electrocardiography Hybrid Convolutional Neural Network-Long Short Term Memory with Fully Connected Layer;2-s2.0-85134764571;10.1155/2022/6348424;Article;2022;Arrhythmia;rhythmology
Classification of Electrocardiography Hybrid Convolutional Neural Network-Long Short Term Memory with Fully Connected Layer;2-s2.0-85134764571;10.1155/2022/6348424;Article;2022;arrhythmia;rhythmology
Densely Convolutional Networks for Breast Cancer Classification with Multi-Modal Image Fusion;2-s2.0-85134402313;10.34028/iajit/19/3A/6;Article;2022;carcinoma;oncology
PCA-Based Feature Extraction for Classification of Heart Disease;2-s2.0-85134340017;10.1007/978-981-19-1111-8_15;Conference Paper;2022;heart disease;cardiology
A survey of deep learning approaches for classifying ECG heartbeat arrhythmias;2-s2.0-85134297279;10.1109/ISCV54655.2022.9806085;Conference Paper;2022;heart disorder;cardiology
A survey of deep learning approaches for classifying ECG heartbeat arrhythmias;2-s2.0-85134297279;10.1109/ISCV54655.2022.9806085;Conference Paper;2022;heart arrhythmia;rhythmology
A survey of deep learning approaches for classifying ECG heartbeat arrhythmias;2-s2.0-85134297279;10.1109/ISCV54655.2022.9806085;Conference Paper;2022;Arrhythmia;rhythmology
A survey of deep learning approaches for classifying ECG heartbeat arrhythmias;2-s2.0-85134297279;10.1109/ISCV54655.2022.9806085;Conference Paper;2022;arrhythmia;rhythmology
Epileptic Seizures Detection on EEG Signal Using Deep Learning Techniques;2-s2.0-85134264302;10.1109/ATSIP55956.2022.9805860;Conference Paper;2022;epileptic seizure;epileptology
Epileptic Seizures Detection on EEG Signal Using Deep Learning Techniques;2-s2.0-85134264302;10.1109/ATSIP55956.2022.9805860;Conference Paper;2022;seizure;epileptology
Training Hacks and a Frugal Man's Net with Application to Glioblastoma Segmentation;2-s2.0-85134256463;10.1109/ATSIP55956.2022.9805950;Conference Paper;2022;brain tumor;neurosurgery
Review of Computer Aided-Diagnosis (CAD) Systems for MRI Gliomas brain tumors explorations based on Machine Learning and Deep learning;2-s2.0-85134222577;10.1109/ATSIP55956.2022.9805921;Conference Paper;2022;brain tumors;neurosurgery
Review of Computer Aided-Diagnosis (CAD) Systems for MRI Gliomas brain tumors explorations based on Machine Learning and Deep learning;2-s2.0-85134222577;10.1109/ATSIP55956.2022.9805921;Conference Paper;2022;brain tumor;neurosurgery
A Modified Deep Learning Framework for Arrhythmia Disease Analysis in Medical Imaging Using Electrocardiogram Signal;2-s2.0-85133989150;10.1155/2022/5203401;Article;2022;Arrhythmia;rhythmology
A Modified Deep Learning Framework for Arrhythmia Disease Analysis in Medical Imaging Using Electrocardiogram Signal;2-s2.0-85133989150;10.1155/2022/5203401;Article;2022;arrhythmia;rhythmology
Biomedical Microscopic Imaging in Computational Intelligence Using Deep Learning Ensemble Convolution Learning-Based Feature Extraction and Classification;2-s2.0-85133572476;10.1155/2022/3531308;Article;2022;brain tumors;neurosurgery
Biomedical Microscopic Imaging in Computational Intelligence Using Deep Learning Ensemble Convolution Learning-Based Feature Extraction and Classification;2-s2.0-85133572476;10.1155/2022/3531308;Article;2022;brain tumor;neurosurgery
Transfer Learning for the Classification of Small-Cell and Non-small-Cell Lung Cancer;2-s2.0-85133263804;10.1007/978-3-031-08277-1_28;Conference Paper;2022;lung tumor;pulmonology
Improved Cerebral Images Semantic Segmentation Using Advanced Approaches ofÂ Deep Learning;2-s2.0-85133242612;10.1007/978-3-031-08277-1_6;Conference Paper;2022;brain tumors;neurosurgery
Improved Cerebral Images Semantic Segmentation Using Advanced Approaches ofÂ Deep Learning;2-s2.0-85133242612;10.1007/978-3-031-08277-1_6;Conference Paper;2022;brain tumor;neurosurgery
Machine Learning on the Diagnosis of Brain Tumors;2-s2.0-85133136627;10.1109/ISPA54004.2022.9786301;Conference Paper;2022;brain tumors;neurosurgery
Machine Learning on the Diagnosis of Brain Tumors;2-s2.0-85133136627;10.1109/ISPA54004.2022.9786301;Conference Paper;2022;brain tumor;neurosurgery
